D4;D10;D21;D36;D60
4.632E-03;6.08E-03;
3.900E-03;1.62E-03;3.011E-02
6.127E-03;3.57E-03;7.294E-03
;2.29E-02;
;2.33E-03;1.596E-02
;9.50E-03;4.415E-03
;5.63E-03;1.152E-01
;3.76E-03;2.589E-02
;2.15E-03;3.038E-02
;3.89E-03;
;1.34E-02;1.064E-02
;1.20E-02;1.070E-02
;2.05E-02;1.761E-03
;6.48E-03;
;2.68E-02;
;1.79E-02;
;2.52E-02;3.600E-03
;1.24E-02;
;2.26E-02;2.654E-02
;1.80E-02;
;7.68E-03;7.125E-03
;5.13E-03;5.612E-02
;1.56E-02;4.026E-02
;1.64E-02;2.539E-02
;8.28E-03;2.618E-02
;5.90E-03;3.312E-03
;5.64E-03;1.517E-02
;4.73E-03;6.049E-03
;4.91E-03;5.050E-03
;9.86E-03;5.003E-02
;5.985E-03;1.192E-02
;2.684E-03;1.139E-02
;9.491E-03;2.660E-03
;1.95E-02;1.331E-01
;7.31E-03;4.420E-02
;1.00E-02;2.444E-02
;1.00E-02;4.701E-02
;1.70E-02;1.040E-01
;2.35E-02;2.728E-02
;5.54E-03;
;8.26E-03;2.923E-02
;1.26E-02;
;9.69E-03;
;9.42E-03;6.384E-02
;7.19E-03;1.187E-01
;1.04E-02;1.956E-01
;5.23E-03;4.076E-02
;;2.852E-02
;;1.057E-02
;;1.648E-02
;;5.700E-02
;;7.968E-02
;;7.116E-02
;;6.096E-02
;;5.025E-01
;;3.054E-01
;;2.590E-01
;;9.054E-02
;;6.245E-02
;;1.179E-01
;;2.374E-01
;;7.915E-02
;;9.752E-02
;;6.603E-02
;;1.011E-01
;;3.646E-02
;;9.468E-03
;;6.506E-02
;;4.516E-02
;;1.348E-01
;;3.188E-02
;;7.334E-01
;;4.416E-02
;;3.824E-02
;;
;;3.199E-02
;;4.243E-02
;;2.544E-02
;;2.460E-02
;;2.460E-02
;;7.264E-02
;;7.166E-02
;;3.886E-02
;;4.364E-01
;;1.619E-02
;;1.154E-01
;;3.131E-02
;;4.364E-01
;;1.226E-01
;;1.161E-02
;;1.593E-02
;;1.172E-02
;;5.586E-02
;;3.564E-02
;;6.728E-02
;;1.115E-01
;;1.202E-01
;;8.880E-02
;;4.423E-02
;;1.065E-01
;;
;;
;;









































































































































































































































































































































































