D4;D10;D21;D36;D60
;;;;
;;;;
;;;;
;;;2.067E-01;
;;;1.823E-01;
;;;1.721E-01;
;;;1.600E-01;
;;;1.464E-01;
;;;1.083E-01;
;;;1.064E-01;
;;;1.054E-01;
;;;1.042E-01;
;;;9.071E-02;
;;;9.048E-02;
;;;8.116E-02;
;;;7.727E-02
2.7002E-02;;;6.950E-02
2.671E-02;;;6.842E-02
2.624E-02;;;6.453E-02
2.527E-02;;;5.408E-02
2.501E-02;;;5.058E-02
2.479E-02;;;4.734E-02
2.3245E-02;;1.348E-01;3.554E-02
2.306E-02;;1.337E-01;3.055E-02
2.2577E-02;;1.331E-01;2.541E-02
2.257E-02;;1.320E-01;2.532E-02
2.2384E-02;;1.312E-01;2.263E-02
2.2376E-02;;1.307E-01;1.995E-02
2.001E-02;;1.253E-01;1.796E-02
1.9930E-02;;1.226E-01;1.772E-02
1.9723E-02;;1.202E-01;1.377E-02
1.755E-02;;1.187E-01;1.343E-02
1.716E-02;3.157E-02;1.179E-01;9.772E-03
1.683E-02;3.076E-02;1.154E-01;7.023E-03
1.6591E-02;3.071E-02;1.152E-01;5.825E-03
1.654E-02;3.039E-02;1.115E-01;4.503E-03
1.6431E-02;2.765E-02;1.113E-01;2.442E-03
1.5523E-02;2.724E-02;1.091E-01;
1.5483E-02;2.683E-02;1.065E-01;
1.4174E-02;2.68E-02;1.061E-01;
1.3357E-02;2.529E-02;1.053E-01;
1.319E-02;2.52E-02;1.040E-01;
1.2895E-02;2.493E-02;1.011E-01;
1.281E-02;2.355E-02;9.752E-02;
1.281E-02;2.35E-02;0.09217;
1.2643E-02;2.310E-02;9.059E-02;
1.255E-02;2.310E-02;9.054E-02;
1.1785E-02;2.289E-02;0.09024;
1.077E-02;2.29E-02;8.880E-02;
1.021E-02;2.26E-02;8.830E-02;
9.8536E-03;2.155E-02;8.793E-02;
9.745E-03;2.097E-02;0.08586;
9.648E-03;2.059E-02;0.08392;
9.605E-03;2.05E-02;0.08190;
9.278E-03;2.017E-02;8.078E-02;
8.360E-03;1.990E-02;7.968E-02;
8.3272E-03;1.986E-02;7.968E-02;
8.227E-03;1.980E-02;7.915E-02;
7.8789E-03;1.969E-02;7.629E-02;
7.7737E-03;1.95E-02;7.381E-02;
7.6757E-03;1.900E-02;7.264E-02;
7.5849E-03;1.864E-02;7.166E-02;
7.553E-03;1.828E-02;7.116E-02;
7.3969E-03;1.80E-02;7.107E-02
7.389E-03;1.803E-02;0.06968
7.2353E-03;1.79E-02;6.884E-02
7.0770E-03;1.766E-02;6.872E-02
6.921E-03;1.738E-02;6.773E-02
6.8421E-03;1.70E-02;6.728E-02
6.127E-03;1.684E-02;6.603E-02
6.0993E-03;1.683E-02;6.506E-02
5.951E-03;1.669E-02;6.384E-02
5.9255E-03;1.64E-02;6.245E-02
5.9147E-03;1.573E-02;0.06207
5.7987E-03;1.56E-02;6.161E-02
5.7751E-03;1.550E-02;0.06153
5.328E-03;1.518E-02;6.096E-02
5.2603E-03;1.511E-02;0.05896
5.2389E-03;1.46E-02;5.835E-02
5.1885E-03;1.34E-02;5.826E-02
5.167E-03;1.330E-02;5.824E-02
5.1097E-03;1.26E-02;0.05777
4.8620E-03;1.24E-02;5.700E-02
4.827E-03;1.237E-02;5.612E-02
4.632E-03;1.210E-02;5.612E-02
4.6267E-03;1.20E-02;0.05588
4.5526E-03;1.171E-02;5.586E-02
3.900E-03;1.135E-02;0.05548
3.8835E-03;1.133E-02;5.449E-02
3.5462E-03;1.120E-02;5.040E-02
3.4870E-03;1.080E-02;0.05006
3.4505E-03;1.063E-02;5.003E-02
3.4499E-03;1.062E-02;4.701E-02
3.4404E-03;1.056E-02;4.591E-02
3.3785E-03;1.043E-02;0.04555
3.3756E-03;1.04E-02;4.516E-02
3.1308E-03;1.029E-02;0.04514
3.1015E-03;1.001E-02;0.04444
2.8179E-03;1.00E-02;4.423E-02
2.682E-03;1.00E-02;4.420E-02
2.5955E-03;9.950E-03;4.416E-02
2.5119E-03;9.893E-03;4.403E-02
2.3505E-03;9.888E-03;0.04372
2.2843E-03;9.86E-03;0.04346
2.2764E-03;9.818E-03;0.04341
2.1625E-03;9.747E-03;4.333E-02
2.1563E-03;9.69E-03;4.243E-02
2.0940E-03;9.667E-03;4.109E-02
1.7828E-03;9.547E-03;4.076E-02
1.7513E-03;9.50E-03;4.026E-02
1.7459E-03;9.491E-03;3.886E-02
1.7285E-03;9.42E-03;0.03885
1.6853E-03;9.231E-03;3.824E-02
1.5710E-03;9.208E-03;0.03678
1.4332E-03;8.461E-03;3.646E-02
1.3330E-03;8.460E-03;3.646E-02
1.2789E-03;8.28E-03;0.03642
1.1349E-03;8.26E-03;0.03614
8.1206E-04;7.921E-03;3.564E-02
8.0894E-04;7.853E-03;0.03522
